Season,Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,#.1
2013-2014,Ronny Turiaf,C,31,MIN,31,606,0.598,2.8,1.0,0.748,0.206,0.028,0.019,0.0,0.598,0.713,0.227,0.333,0.5,0.0,0.672,0.0,0.271,26,0.0,0.0,0,0
2013-2014,Roy Hibbert,C,27,IND,81,2409,0.439,8.0,0.993,0.245,0.442,0.155,0.151,0.006999999999999999,0.439,0.546,0.417,0.402,0.368,0.4,0.578,1.0,0.037000000000000005,27,0.4,0.5,0,0
2013-2014,Royal Ivey,SG,32,OKC,2,5,0.0,17.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2013-2014,Royce White,PF,22,SAC,3,9,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2013-2014,Rudy Gay,SF,27,TOR,18,639,0.388,12.2,0.8240000000000001,0.245,0.224,0.131,0.224,0.17600000000000002,0.391,0.585,0.213,0.477,0.307,0.373,0.269,0.682,0.057,14,0.237,0.28600000000000003,0,0
2013-2014,Rudy Gay,SF,27,TOT,73,2531,0.455,11.7,0.833,0.248,0.228,0.166,0.191,0.16699999999999998,0.481,0.6779999999999999,0.39,0.474,0.338,0.33,0.28800000000000003,0.723,0.07400000000000001,74,0.213,0.28600000000000003,0,0
2013-2014,Rudy Gay,SF,27,SAC,55,1892,0.482,11.6,0.836,0.249,0.23,0.18,0.17800000000000002,0.16399999999999998,0.516,0.7140000000000001,0.459,0.474,0.353,0.312,0.294,0.7440000000000001,0.081,60,0.203,0.28600000000000003,0,0
2013-2014,Rudy Gobert,C,21,UTA,45,434,0.486,2.4,1.0,0.784,0.203,0.014,0.0,0.0,0.486,0.586,0.133,0.0,0.0,0.0,0.667,0.0,0.21600000000000005,14,0.0,0.0,0,0
2013-2014,Russell Westbrook,PG,25,OKC,46,1412,0.4370000000000001,12.9,0.7290000000000001,0.331,0.091,0.13699999999999998,0.171,0.271,0.482,0.5920000000000001,0.264,0.444,0.415,0.318,0.302,0.426,0.044,30,0.075,0.375,1,0
2013-2014,Ryan Anderson,PF,25,NOP,22,795,0.438,16.8,0.537,0.198,0.093,0.09,0.155,0.463,0.463,0.529,0.333,0.344,0.527,0.409,0.42,0.985,0.003,1,0.128,0.476,0,0
2013-2014,Ryan Gomes,SF,31,OKC,5,34,0.375,16.9,0.75,0.0,0.125,0.25,0.375,0.25,0.5,0.0,1.0,0.5,0.333,0.0,1.0,0.0,0.0,0,1.0,0.0,0,0
2013-2014,Ryan Hollins,PF,29,LAC,61,482,0.736,3.2,1.0,0.653,0.306,0.028,0.014,0.0,0.736,0.872,0.455,0.5,1.0,0.0,0.7170000000000001,0.0,0.417,29,0.0,0.0,0,0
2013-2014,Ryan Kelly,PF,22,LAL,59,1312,0.423,14.7,0.617,0.208,0.16399999999999998,0.127,0.119,0.383,0.476,0.649,0.393,0.319,0.455,0.338,0.624,0.917,0.049,17,0.225,0.344,0,0
2013-2014,Samuel Dalembert,C,32,DAL,80,1614,0.568,4.2,0.997,0.687,0.172,0.08,0.058,0.003,0.569,0.6409999999999999,0.431,0.267,0.545,0.0,0.752,0.0,0.236,85,0.0,0.0,1,0
2013-2014,Sasha Vujačić,SG,29,LAC,2,10,0.4,18.4,0.6,0.0,0.2,0.0,0.4,0.4,0.333,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0,0.5,0.0,0,0
2013-2014,Scotty Hopson,SG,24,CLE,2,7,0.0,19.3,0.5,0.0,0.25,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2013-2014,Serge Ibaka,PF,24,OKC,81,2666,0.536,10.6,0.939,0.327,0.15,0.152,0.309,0.061,0.546,0.731,0.381,0.49,0.457,0.383,0.79,0.957,0.132,116,0.8170000000000001,0.34700000000000003,0,0
2013-2014,Sergey Karasev,SF,20,CLE,22,156,0.343,19.1,0.457,0.114,0.057,0.0,0.28600000000000003,0.5429999999999999,0.5,1.0,0.5,0.0,0.3,0.211,0.75,1.0,0.0,0,0.316,0.5,0,0
2013-2014,Seth Curry,PG,23,MEM,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2013-2014,Seth Curry,PG,23,CLE,1,9,0.333,8.0,0.667,0.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0,0
2013-2014,Seth Curry,PG,23,TOT,2,13,0.333,8.0,0.667,0.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0,0
2013-2014,Shabazz Muhammad,SG,21,MIN,37,290,0.46,8.9,0.911,0.32299999999999995,0.282,0.21,0.097,0.08900000000000001,0.478,0.475,0.486,0.5,0.417,0.273,0.537,1.0,0.073,7,0.273,0.333,0,0
2013-2014,Shane Battier,SF,35,MIA,73,1468,0.382,20.1,0.236,0.102,0.091,0.029,0.015,0.764,0.4920000000000001,0.643,0.44,0.375,0.0,0.348,0.625,0.959,0.004,1,0.462,0.392,0,0
2013-2014,Shane Edwards,SF,26,CLE,2,12,0.333,5.7,1.0,0.667,0.0,0.333,0.0,0.0,0.333,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0
2013-2014,Shane Larkin,PG,21,DAL,48,489,0.38,14.3,0.723,0.161,0.226,0.124,0.212,0.277,0.404,0.591,0.452,0.235,0.31,0.316,0.225,0.833,0.0,0,0.158,0.5,0,0
2013-2014,Shannon Brown,SG,28,NYK,19,148,0.421,9.1,1.0,0.447,0.079,0.158,0.316,0.0,0.421,0.765,0.0,0.5,0.0,0.0,0.438,0.0,0.079,3,0.0,0.0,0,0
2013-2014,Shannon Brown,SG,28,SAS,10,103,0.28600000000000003,11.2,0.929,0.25,0.14300000000000002,0.179,0.35700000000000004,0.071,0.308,0.7140000000000001,0.0,0.2,0.2,0.0,0.875,0.0,0.036000000000000004,1,0.0,0.0,0,0
2013-2014,Shannon Brown,SG,28,TOT,29,251,0.364,10.0,0.97,0.364,0.106,0.16699999999999998,0.333,0.03,0.375,0.75,0.0,0.364,0.091,0.0,0.583,0.0,0.061,4,0.0,0.0,0,0
2013-2014,Shaun Livingston,PG,28,BRK,76,1974,0.483,7.5,0.988,0.359,0.281,0.298,0.049,0.012,0.486,0.5660000000000001,0.467,0.448,0.25,0.16699999999999998,0.329,1.0,0.113,50,0.667,0.25,0,0
2013-2014,Shavlik Randolph,PF,30,PHO,14,95,0.5,3.6,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.7140000000000001,0.28600000000000003,0.0,0.0,0.0,0.5710000000000001,0.0,0.071,1,0.0,0.0,0,0
2013-2014,Shawn Marion,SF,35,DAL,76,2409,0.482,10.0,0.7709999999999999,0.322,0.294,0.136,0.02,0.229,0.518,0.6890000000000001,0.399,0.417,0.214,0.358,0.795,1.0,0.092,62,0.512,0.349,1,0
2013-2014,Shawne Williams,PF,27,LAL,36,751,0.38,19.4,0.328,0.151,0.042,0.016,0.12,0.672,0.4920000000000001,0.483,0.25,0.667,0.565,0.326,0.742,0.952,0.01,1,0.395,0.353,1,0
2013-2014,Shelvin Mack,PG,23,ATL,73,1490,0.417,14.3,0.633,0.25,0.16,0.078,0.146,0.3670000000000001,0.464,0.5760000000000001,0.35,0.487,0.384,0.337,0.3670000000000001,0.6940000000000001,0.0,0,0.239,0.364,0,0
2013-2014,Solomon Hill,SF,22,IND,28,226,0.425,17.0,0.425,0.225,0.1,0.075,0.025,0.575,0.588,0.556,0.5,1.0,0.0,0.304,0.4,0.7140000000000001,0.0,0,0.522,0.25,0,0
2013-2014,Solomon Jones,PF,29,ORL,11,85,0.353,11.5,1.0,0.353,0.0,0.17600000000000002,0.471,0.0,0.353,0.333,0.0,0.333,0.375,0.0,0.833,0.0,0.059,1,0.0,0.0,0,0
2013-2014,Spencer Hawes,C,25,TOT,80,2470,0.456,13.1,0.6509999999999999,0.277,0.206,0.101,0.067,0.349,0.478,0.616,0.341,0.416,0.424,0.416,0.633,0.992,0.028,19,0.071,0.364,1,0
2013-2014,Spencer Hawes,C,25,PHI,53,1666,0.451,12.9,0.654,0.292,0.2,0.101,0.061,0.34600000000000003,0.478,0.602,0.342,0.424,0.417,0.399,0.639,0.988,0.038,17,0.054000000000000006,0.455,0,0
2013-2014,Spencer Hawes,C,25,CLE,27,804,0.468,13.4,0.6459999999999999,0.249,0.219,0.101,0.077,0.354,0.479,0.649,0.338,0.4,0.435,0.448,0.62,1.0,0.01,2,0.105,0.273,1,0
2013-2014,Stephen Curry,PG,25,GSW,78,2846,0.471,18.1,0.555,0.139,0.095,0.077,0.245,0.445,0.509,0.625,0.412,0.557,0.466,0.424,0.197,0.456,0.004,4,0.115,0.4370000000000001,5,0
2013-2014,Stephen Jackson,SF,35,LAC,9,107,0.231,14.9,0.462,0.192,0.115,0.0,0.154,0.5379999999999999,0.417,0.4,0.667,0.0,0.25,0.071,0.4,1.0,0.0,0,0.28600000000000003,0.0,0,0
2013-2014,Steve Blake,PG,33,GSW,28,607,0.375,22.8,0.342,0.033,0.008,0.05,0.25,0.6579999999999999,0.439,0.25,1.0,0.667,0.4,0.342,0.333,0.889,0.0,0,0.278,0.5,2,0
2013-2014,Steve Blake,PG,33,LAL,27,891,0.378,19.8,0.438,0.099,0.056,0.08199999999999999,0.202,0.562,0.353,0.652,0.231,0.211,0.298,0.397,0.194,0.846,0.0,0,0.298,0.359,1,0
2013-2014,Steve Blake,PG,33,TOT,55,1498,0.377,20.9,0.405,0.076,0.04,0.071,0.218,0.595,0.378,0.593,0.28600000000000003,0.32,0.338,0.376,0.241,0.861,0.0,0,0.29,0.41,3,0
2013-2014,Steve Nash*,PG,39,LAL,15,313,0.383,15.7,0.745,0.117,0.085,0.33,0.213,0.255,0.4,0.455,0.5,0.387,0.35,0.333,0.14300000000000002,0.75,0.0,0,0.0,0.0,0,0
2013-2014,Steve Novak,PF,30,TOR,54,540,0.411,23.8,0.16399999999999998,0.006999999999999999,0.014,0.006999999999999999,0.13699999999999998,0.836,0.333,0.0,0.0,0.0,0.4,0.426,0.5,0.923,0.0,0,0.287,0.4,0,0
2013-2014,Steven Adams,C,20,OKC,81,1197,0.503,3.2,1.0,0.659,0.292,0.043,0.005,0.0,0.503,0.615,0.29600000000000004,0.25,0.0,0.0,0.613,0.0,0.162,26,0.0,0.0,0,0
2013-2014,Taj Gibson,PF,28,CHI,82,2351,0.479,8.5,0.992,0.383,0.194,0.221,0.194,0.008,0.483,0.638,0.35600000000000004,0.399,0.397,0.0,0.669,0.0,0.109,89,0.28600000000000003,0.0,4,0
2013-2014,Tayshaun Prince,SF,33,MEM,76,1948,0.407,13.8,0.86,0.185,0.177,0.118,0.38,0.14,0.426,0.758,0.345,0.328,0.332,0.29,0.667,1.0,0.049,23,0.768,0.34,0,0
2013-2014,Terrence Jones,PF,22,HOU,76,2078,0.542,7.1,0.858,0.508,0.271,0.032,0.046,0.142,0.581,0.7240000000000001,0.389,0.391,0.273,0.307,0.648,0.903,0.181,122,0.327,0.333,0,0
2013-2014,Terrence Ross,SG,22,TOR,81,2159,0.423,18.2,0.457,0.125,0.113,0.097,0.121,0.5429999999999999,0.458,0.649,0.459,0.411,0.297,0.395,0.541,0.95,0.039,25,0.331,0.415,5,1
2013-2014,Thabo Sefolosha,SG,29,OKC,61,1584,0.415,14.3,0.5529999999999999,0.315,0.068,0.068,0.103,0.447,0.495,0.626,0.261,0.304,0.371,0.316,0.5479999999999999,0.979,0.053,16,0.546,0.337,0,0
2013-2014,Thaddeus Young,PF,25,PHI,79,2718,0.454,10.3,0.772,0.377,0.223,0.06,0.112,0.228,0.496,0.645,0.374,0.338,0.326,0.308,0.5589999999999999,0.922,0.048,57,0.188,0.309,0,0
2013-2014,Thomas Robinson,PF,22,POR,70,873,0.481,6.6,0.997,0.57,0.133,0.075,0.218,0.003,0.483,0.6409999999999999,0.179,0.273,0.328,0.0,0.617,0.0,0.116,31,1.0,0.0,0,0
2013-2014,Tiago Splitter,C,29,SAS,59,1271,0.523,3.8,0.991,0.598,0.355,0.014,0.023,0.009000000000000001,0.528,0.633,0.366,0.0,0.625,0.0,0.669,0.0,0.107,32,0.333,0.0,1,0
2013-2014,Tim Duncan*,C,37,SAS,74,2158,0.49,9.0,0.994,0.321,0.29600000000000004,0.111,0.265,0.006,0.493,0.67,0.451,0.386,0.371,0.0,0.669,0.0,0.046,38,0.0,0.0,1,0
2013-2014,Tim Hardaway Jr.,SG,21,NYK,81,1875,0.428,17.5,0.479,0.204,0.054000000000000006,0.077,0.14400000000000002,0.521,0.498,0.679,0.162,0.358,0.444,0.363,0.537,0.8690000000000001,0.045,29,0.321,0.35700000000000004,2,0
2013-2014,Timofey Mozgov,C,27,DEN,82,1770,0.523,5.2,0.956,0.561,0.301,0.04,0.053,0.044,0.539,0.637,0.409,0.409,0.345,0.16699999999999998,0.754,1.0,0.206,95,0.16699999999999998,0.0,0,0
2013-2014,Tobias Harris,PF,21,ORL,61,1850,0.464,11.6,0.8240000000000001,0.293,0.203,0.113,0.215,0.17600000000000002,0.508,0.705,0.379,0.42,0.409,0.254,0.57,0.906,0.042,28,0.556,0.28600000000000003,0,0
2013-2014,Toney Douglas,PG,27,MIA,27,410,0.394,13.6,0.5870000000000001,0.34600000000000003,0.087,0.048,0.106,0.413,0.475,0.556,0.222,0.6,0.364,0.279,0.448,0.917,0.0,0,0.442,0.211,0,0
2013-2014,Toney Douglas,PG,27,TOT,51,675,0.384,17.2,0.463,0.232,0.068,0.053,0.111,0.537,0.477,0.591,0.154,0.6,0.381,0.304,0.5479999999999999,0.871,0.0,0,0.333,0.294,2,0
2013-2014,Toney Douglas,PG,27,GSW,24,265,0.3720000000000001,21.6,0.314,0.093,0.047,0.058,0.116,0.6859999999999999,0.481,0.75,0.0,0.6,0.4,0.322,0.769,0.8420000000000001,0.0,0,0.254,0.4,2,0
2013-2014,Tony Allen,SG,32,MEM,55,1278,0.494,8.1,0.8859999999999999,0.562,0.123,0.048,0.153,0.114,0.527,0.647,0.373,0.3,0.28600000000000003,0.234,0.58,1.0,0.048,20,0.596,0.28600000000000003,3,0
2013-2014,Tony Mitchell,SF,24,MIL,3,10,0.6,8.8,0.8,0.4,0.4,0.0,0.0,0.2,0.75,1.0,0.5,0.0,0.0,0.0,0.667,0.0,0.2,1,0.0,0.0,0,0
2013-2014,Tony Mitchell,PF,21,DET,21,79,0.417,7.4,0.917,0.667,0.0,0.0,0.25,0.083,0.364,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.16699999999999998,2,0.0,0.0,0,0
2013-2014,Tony Parker,PG,31,SAS,68,1997,0.499,9.9,0.927,0.329,0.229,0.117,0.252,0.073,0.509,0.628,0.426,0.449,0.457,0.373,0.325,0.96,0.0,0,0.597,0.4,0,0
2013-2014,Tony Snell,SG,22,CHI,77,1231,0.384,17.7,0.47,0.146,0.134,0.042,0.149,0.53,0.456,0.551,0.378,0.35700000000000004,0.46,0.32,0.569,1.0,0.021,6,0.258,0.304,0,0
2013-2014,Tony Wroten,PG,20,PHI,72,1765,0.4270000000000001,8.6,0.767,0.561,0.183,0.014,0.01,0.233,0.4920000000000001,0.565,0.284,0.455,0.25,0.213,0.38,0.65,0.038,29,0.08,0.133,8,2
2013-2014,Tornike Shengelia,SF,22,TOT,26,154,0.464,8.0,0.7859999999999999,0.5710000000000001,0.179,0.0,0.036000000000000004,0.214,0.591,0.688,0.4,0.0,0.0,0.0,0.385,0.0,0.107,3,0.16699999999999998,0.0,0,0
2013-2014,Tornike Shengelia,SF,22,BRK,17,137,0.458,8.8,0.75,0.542,0.16699999999999998,0.0,0.042,0.25,0.611,0.6920000000000001,0.5,0.0,0.0,0.0,0.364,0.0,0.083,2,0.16699999999999998,0.0,0,0
2013-2014,Tornike Shengelia,SF,22,CHI,9,17,0.5,2.8,1.0,0.75,0.25,0.0,0.0,0.0,0.5,0.667,0.0,0.0,0.0,0.0,0.5,0.0,0.25,1,0.0,0.0,0,0
2013-2014,Toure' Murry,PG,24,NYK,51,373,0.434,10.8,0.907,0.318,0.202,0.14,0.248,0.093,0.436,0.561,0.231,0.389,0.469,0.417,0.353,0.6,0.008,1,0.333,0.25,0,0
2013-2014,Travis Outlaw,SF,29,SAC,63,1065,0.399,17.3,0.6409999999999999,0.098,0.113,0.153,0.276,0.359,0.426,0.625,0.4320000000000001,0.36,0.389,0.35,0.494,0.927,0.034,10,0.256,0.3670000000000001,0,0
2013-2014,Trevor Ariza,SF,28,WAS,77,2723,0.456,16.6,0.482,0.254,0.07,0.033,0.124,0.518,0.509,0.65,0.3,0.214,0.415,0.407,0.589,0.956,0.05,42,0.396,0.446,4,1
2013-2014,Trevor Booker,PF,26,WAS,72,1553,0.551,7.4,0.995,0.417,0.28,0.114,0.184,0.005,0.5539999999999999,0.726,0.442,0.457,0.392,0.0,0.635,0.0,0.057,23,0.0,0.0,0,0
2013-2014,Trey Burke,PG,21,UTA,70,2262,0.38,16.8,0.625,0.146,0.124,0.095,0.261,0.375,0.41,0.511,0.342,0.318,0.419,0.33,0.27,0.847,0.001,1,0.11,0.405,3,0
2013-2014,Tristan Thompson,PF,22,CLE,82,2594,0.477,5.5,0.999,0.435,0.378,0.139,0.046,0.001,0.478,0.58,0.42,0.349,0.371,0.0,0.65,0.0,0.15,100,0.0,0.0,1,0
2013-2014,Troy Daniels,SG,22,HOU,5,75,0.484,22.4,0.194,0.0,0.129,0.032,0.032,0.8059999999999999,0.5,0.0,0.5,1.0,0.0,0.48,0.333,0.75,0.0,0,0.16,0.25,0,0
2013-2014,Ty Lawson,PG,26,DEN,62,2222,0.431,13.8,0.7490000000000001,0.266,0.118,0.122,0.244,0.251,0.455,0.575,0.442,0.398,0.36,0.35600000000000004,0.12,0.611,0.004,2,0.104,0.429,2,0
2013-2014,Tyler Hansbrough,PF,28,TOR,64,978,0.474,4.6,0.99,0.531,0.35700000000000004,0.031,0.071,0.01,0.479,0.5670000000000001,0.414,0.16699999999999998,0.28600000000000003,0.0,0.634,0.0,0.097,18,0.5,0.0,0,0
2013-2014,Tyler Zeller,C,24,CLE,70,1049,0.5379999999999999,6.3,0.997,0.51,0.238,0.1,0.14800000000000002,0.003,0.54,0.649,0.362,0.517,0.465,0.0,0.795,0.0,0.107,30,0.0,0.0,1,0
2013-2014,Tyreke Evans,SF,24,NOP,72,2028,0.436,7.0,0.894,0.565,0.211,0.037000000000000005,0.081,0.106,0.461,0.544,0.354,0.273,0.247,0.221,0.295,0.7140000000000001,0.004,4,0.221,0.238,6,0
2013-2014,Tyshawn Taylor,PG,23,BRK,23,270,0.341,10.2,0.868,0.341,0.242,0.121,0.165,0.132,0.354,0.419,0.409,0.182,0.267,0.25,0.28600000000000003,0.667,0.022,2,0.083,0.0,0,0
2013-2014,Tyson Chandler,C,31,NYK,55,1662,0.593,3.7,0.997,0.748,0.124,0.04,0.084,0.003,0.595,0.6890000000000001,0.225,0.308,0.444,0.0,0.77,0.0,0.35100000000000003,106,0.0,0.0,0,0
2013-2014,Udonis Haslem,PF,33,MIA,46,653,0.507,8.8,1.0,0.507,0.041,0.08900000000000001,0.363,0.0,0.507,0.649,0.16699999999999998,0.308,0.396,0.0,0.838,0.0,0.068,8,0.0,0.0,0,0
2013-2014,Vander Blue,SG,21,BOS,3,15,0.5,8.0,0.75,0.0,0.75,0.0,0.0,0.25,0.667,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2013-2014,Viacheslav Kravtsov,C,26,PHO,20,59,0.5329999999999999,2.1,1.0,0.933,0.067,0.0,0.0,0.0,0.5329999999999999,0.5710000000000001,0.0,0.0,0.0,0.0,0.625,0.0,0.267,4,0.0,0.0,0,0
2013-2014,Victor Claver,SF,25,POR,21,184,0.405,13.5,0.5710000000000001,0.381,0.071,0.024,0.095,0.429,0.583,0.813,0.0,0.0,0.25,0.16699999999999998,0.857,1.0,0.048,2,0.333,0.16699999999999998,0,0
2013-2014,Victor Oladipo,PG,21,ORL,80,2487,0.419,12.4,0.759,0.388,0.092,0.077,0.202,0.241,0.448,0.5539999999999999,0.244,0.333,0.381,0.327,0.236,0.73,0.042,38,0.102,0.304,4,0
2013-2014,Vince Carter,SG,37,DAL,81,1973,0.407,16.6,0.5429999999999999,0.184,0.129,0.081,0.14800000000000002,0.457,0.418,0.517,0.41,0.333,0.35,0.394,0.207,0.76,0.021,15,0.159,0.39,4,0
2013-2014,Vítor Luiz Faverani,C,25,BOS,37,488,0.435,10.6,0.728,0.381,0.218,0.068,0.061,0.272,0.486,0.589,0.406,0.4,0.222,0.3,0.6729999999999999,1.0,0.08800000000000001,10,0.0,0.0,0,0
2013-2014,Wayne Ellington,SG,26,DAL,45,393,0.4370000000000001,18.1,0.532,0.119,0.071,0.095,0.246,0.468,0.448,0.933,0.111,0.333,0.355,0.424,0.733,0.88,0.024,3,0.322,0.263,0,0
2013-2014,Wesley Johnson,SF,26,LAL,79,2240,0.425,16.1,0.584,0.238,0.071,0.068,0.207,0.416,0.466,0.639,0.37,0.341,0.341,0.369,0.7909999999999999,0.96,0.1,53,0.34700000000000003,0.362,0,0
2013-2014,Wesley Matthews,SG,27,POR,82,2780,0.441,16.7,0.494,0.188,0.106,0.092,0.108,0.506,0.49,0.637,0.393,0.398,0.404,0.393,0.5489999999999999,0.94,0.019,17,0.344,0.403,1,0
2013-2014,Will Barton,SG,23,POR,41,387,0.417,11.4,0.7879999999999999,0.353,0.16699999999999998,0.096,0.173,0.212,0.447,0.691,0.269,0.133,0.29600000000000004,0.303,0.491,0.8,0.109,16,0.455,0.4,1,0
2013-2014,Will Bynum,PG,31,DET,56,1054,0.428,10.6,0.856,0.337,0.23,0.06,0.226,0.14400000000000002,0.446,0.614,0.313,0.308,0.371,0.32299999999999995,0.146,0.5,0.0,0,0.048,0.0,1,0
2013-2014,Willie Green,SG,32,LAC,55,869,0.376,17.6,0.5539999999999999,0.125,0.114,0.052000000000000005,0.262,0.446,0.407,0.647,0.355,0.35700000000000004,0.324,0.339,0.705,0.927,0.022,6,0.446,0.407,0,0
2013-2014,Wilson Chandler,SF,26,DEN,62,1927,0.416,16.1,0.524,0.213,0.129,0.062,0.121,0.476,0.478,0.643,0.368,0.348,0.371,0.348,0.4970000000000001,0.967,0.046,30,0.365,0.406,4,0
2013-2014,Xavier Henry,SF,22,LAL,43,908,0.417,12.3,0.765,0.322,0.183,0.052000000000000005,0.209,0.235,0.439,0.55,0.333,0.222,0.417,0.34600000000000003,0.44,0.929,0.058,16,0.21,0.471,1,0
2013-2014,Zach Randolph,PF,32,MEM,79,2705,0.467,7.9,0.983,0.345,0.34600000000000003,0.123,0.17,0.017,0.474,0.569,0.4320000000000001,0.422,0.402,0.1,0.461,1.0,0.006999999999999999,7,0.1,0.5,3,0
2013-2014,Zaza Pachulia,C,29,MIL,53,1325,0.4270000000000001,6.4,0.997,0.504,0.198,0.181,0.115,0.003,0.428,0.506,0.29,0.397,0.375,0.0,0.624,0.0,0.009000000000000001,3,0.0,0.0,0,0
2013-2014,Ömer Aşık,C,27,HOU,48,968,0.532,2.8,1.0,0.784,0.174,0.021,0.021,0.0,0.532,0.597,0.273,0.75,0.0,0.0,0.644,0.0,0.211,36,0.0,0.0,0,0
2014-2015,A.J. Price,PG,28,PHO,5,44,0.214,20.4,0.5,0.0,0.0,0.14300000000000002,0.35700000000000004,0.5,0.429,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0,0.429,0.0,0,0
2014-2015,A.J. Price,PG,28,CLE,11,87,0.265,16.2,0.6759999999999999,0.08800000000000001,0.17600000000000002,0.206,0.206,0.324,0.391,0.333,0.833,0.14300000000000002,0.28600000000000003,0.0,0.222,0.0,0.0,0,0.091,0.0,0,0
2014-2015,A.J. Price,PG,28,IND,10,193,0.438,18.8,0.562,0.034,0.146,0.16899999999999998,0.213,0.438,0.48,0.333,0.385,0.5329999999999999,0.526,0.385,0.083,0.667,0.0,0,0.077,0.333,0,0
2014-2015,A.J. Price,PG,28,TOT,26,324,0.3720000000000001,18.3,0.584,0.044,0.139,0.175,0.226,0.416,0.45,0.333,0.526,0.417,0.452,0.263,0.111,0.667,0.0,0,0.123,0.14300000000000002,0,0
2014-2015,Aaron Brooks,PG,30,CHI,82,1885,0.421,13.9,0.617,0.262,0.17600000000000002,0.097,0.07200000000000001,0.383,0.442,0.523,0.389,0.43,0.305,0.387,0.126,0.612,0.0,0,0.112,0.314,2,0
2014-2015,Aaron Gordon,PF,19,ORL,47,797,0.447,9.5,0.769,0.462,0.149,0.096,0.063,0.231,0.5,0.635,0.419,0.1,0.308,0.271,0.488,0.923,0.125,22,0.542,0.34600000000000003,1,0
2014-2015,Adreian Payne,PF,23,ATL,3,19,0.28600000000000003,8.1,0.857,0.429,0.28600000000000003,0.0,0.14300000000000002,0.14300000000000002,0.333,0.333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0
2014-2015,Adreian Payne,PF,23,MIN,29,720,0.418,10.6,0.962,0.258,0.249,0.15,0.305,0.038,0.429,0.527,0.415,0.344,0.4,0.125,0.625,1.0,0.099,16,0.125,0.0,0,0
2014-2015,Adreian Payne,PF,23,TOT,32,739,0.414,10.5,0.959,0.264,0.25,0.145,0.3,0.041,0.4270000000000001,0.517,0.4,0.344,0.409,0.111,0.633,1.0,0.095,16,0.111,0.0,0,0
2014-2015,Al Horford,C,28,ATL,76,2318,0.5379999999999999,10.6,0.963,0.28600000000000003,0.213,0.111,0.35200000000000004,0.037000000000000005,0.547,0.75,0.408,0.458,0.494,0.306,0.789,0.909,0.08800000000000001,81,0.8059999999999999,0.379,0,0
2014-2015,Al Jefferson,C,30,CHO,65,1992,0.481,8.2,0.995,0.282,0.362,0.218,0.132,0.005,0.482,0.639,0.445,0.391,0.391,0.4,0.597,0.5,0.015,15,0.2,1.0,0,0
2014-2015,Al-Farouq Aminu,SF,24,DAL,74,1366,0.412,11.4,0.653,0.406,0.14,0.036000000000000004,0.07,0.34700000000000003,0.485,0.628,0.24,0.5379999999999999,0.12,0.274,0.6729999999999999,1.0,0.132,42,0.5,0.306,0,0
2014-2015,Alan Anderson,SG,32,BRK,74,1744,0.443,16.1,0.523,0.23,0.111,0.095,0.086,0.477,0.53,0.6829999999999999,0.449,0.452,0.289,0.348,0.541,0.8220000000000001,0.025,10,0.362,0.434,5,0
2014-2015,Alec Burks,SG,23,UTA,27,899,0.403,12.8,0.773,0.277,0.19,0.083,0.223,0.227,0.409,0.506,0.333,0.28,0.403,0.382,0.316,0.769,0.033,9,0.25,0.471,2,0
2014-2015,Alex Kirk,C,23,CLE,5,14,0.25,9.8,1.0,0.5,0.0,0.0,0.5,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2014-2015,Alex Len,C,21,PHO,69,1518,0.507,6.2,0.992,0.544,0.16399999999999998,0.16699999999999998,0.116,0.008,0.509,0.677,0.293,0.28800000000000003,0.341,0.333,0.6629999999999999,1.0,0.204,66,0.333,1.0,0,0
